name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Florent Malouda,https://www.transfermarkt.co.uk/florent-malouda/profil/spieler/5461,29,£16.65m  ,47,9,9,4,-,-,3275,177
Abou Diaby,https://www.transfermarkt.co.uk/abou-diaby/profil/spieler/26763,23,£4.50m  ,36,4,2,7,-,-,2287,191
Djibril Cissé,https://www.transfermarkt.co.uk/djibril-cisse/profil/spieler/3966,27,£9.45m  ,41,11,2,3,-,-,2926,182
Joris Mathijsen,https://www.transfermarkt.co.uk/joris-mathijsen/profil/spieler/4563,29,£10.80m  ,51,3,4,9,-,-,4620,183
Nigel de Jong,https://www.transfermarkt.co.uk/nigel-de-jong/profil/spieler/4672,24,£11.25m  ,27,-,1,7,-,-,2326,174
Arjen Robben,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360,25,£27.00m  ,37,8,9,2,1,-,2696,180
Robin van Persie,https://www.transfermarkt.co.uk/robin-van-persie/profil/spieler/4380,25,£18.90m  ,44,20,14,9,-,1,3447,183
Khalid Boulahrouz,https://www.transfermarkt.co.uk/khalid-boulahrouz/profil/spieler/4489,27,£4.50m  ,29,-,2,6,-,-,2170,183
Gregory van der Wiel,https://www.transfermarkt.co.uk/gregory-van-der-wiel/profil/spieler/45548,21,£3.60m  ,42,2,4,5,1,-,3534,183
Wesley Sneijder,https://www.transfermarkt.co.uk/wesley-sneijder/profil/spieler/4673,25,£23.40m  ,28,2,2,8,-,-,1793,170
Dirk Kuyt,https://www.transfermarkt.co.uk/dirk-kuyt/profil/spieler/4010,28,£16.20m  ,51,15,11,-,-,-,4341,184
Per Mertesacker,https://www.transfermarkt.co.uk/per-mertesacker/profil/spieler/6710,24,£13.50m  ,39,4,4,2,-,1,3463,198
Arne Friedrich,https://www.transfermarkt.co.uk/arne-friedrich/profil/spieler/698,30,£8.10m  ,34,-,1,5,-,-,2899,N/A
Holger Badstuber,https://www.transfermarkt.co.uk/holger-badstuber/profil/spieler/54659,20,£360k  ,32,3,-,6,-,1,2820,190
Mesut Özil,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664,20,£9.00m  ,47,5,23,3,-,1,3736,180
Miroslav Klose,https://www.transfermarkt.co.uk/miroslav-klose/profil/spieler/10,31,£16.20m  ,38,20,10,3,-,-,2884,184
Jérôme Boateng,https://www.transfermarkt.co.uk/jerome-boateng/profil/spieler/26485,20,£3.60m  ,35,-,3,12,1,-,1879,192
Philipp Lahm,https://www.transfermarkt.co.uk/philipp-lahm/profil/spieler/2219,25,£22.50m  ,39,4,2,4,-,-,3432,170
Bastian Schweinsteiger,https://www.transfermarkt.co.uk/bastian-schweinsteiger/profil/spieler/2514,24,£14.40m  ,44,9,14,3,-,-,3327,183
Sami Khedira,https://www.transfermarkt.co.uk/sami-khedira/profil/spieler/29401,22,£7.65m  ,37,8,6,5,-,-,2960,189
Lukas Podolski,https://www.transfermarkt.co.uk/lukas-podolski/profil/spieler/15185,24,£10.80m  ,31,9,8,3,-,-,1849,182
Cacau,https://www.transfermarkt.co.uk/cacau/profil/spieler/1426,28,£5.40m  ,32,8,6,7,-,-,2272,179
Martin Skrtel,https://www.transfermarkt.co.uk/martin-skrtel/profil/spieler/24180,24,£13.50m  ,30,-,2,5,-,-,2681,191
Miroslav Stoch,https://www.transfermarkt.co.uk/miroslav-stoch/profil/spieler/45559,19,£900k  ,5,-,-,-,-,-,40,167
Jan Durica,https://www.transfermarkt.co.uk/jan-durica/profil/spieler/34421,27,£2.97m  ,11,-,-,4,1,-,634,188
Kornel Salata,https://www.transfermarkt.co.uk/kornel-salata/profil/spieler/74725,24, ,37,7,-,4,-,1,3040,191
Marek Cech,https://www.transfermarkt.co.uk/marek-cech/profil/spieler/21354,26,£1.98m  ,11,-,1,-,-,-,637,183
Zdeno Strba,https://www.transfermarkt.co.uk/zdeno-strba/profil/spieler/48608,33,£450k  ,36,2,-,8,-,-,3222,187
Marek Hamsik,https://www.transfermarkt.co.uk/marek-hamsik/profil/spieler/38593,21,£13.95m  ,40,12,7,3,-,1,3100,183
Juraj Kucka,https://www.transfermarkt.co.uk/juraj-kucka/profil/spieler/74943,22,£1.35m  ,30,6,2,4,-,-,2664,186
Jan Kozak,https://www.transfermarkt.co.uk/jan-kozak/profil/spieler/34427,29,£1.13m  ,37,10,3,1,-,-,3265,190
Stanislav Sestak,https://www.transfermarkt.co.uk/stanislav-sestak/profil/spieler/28775,26,£4.05m  ,26,9,3,7,-,-,2177,179
Erik Jendrisek,https://www.transfermarkt.co.uk/erik-jendrisek/profil/spieler/41369,22,£1.35m  ,34,14,8,4,-,-,2771,170
Daniel Agger,https://www.transfermarkt.co.uk/daniel-agger/profil/spieler/22832,24,£10.80m  ,26,2,2,2,-,-,2086,191
Lars Jacobsen,https://www.transfermarkt.co.uk/lars-jacobsen/profil/spieler/1423,29,£1.35m  ,6,-,-,-,-,-,405,181
Christian Poulsen,https://www.transfermarkt.co.uk/christian-poulsen/profil/spieler/1443,29,£9.45m  ,29,1,2,3,-,-,1774,181
Thomas Kahlenberg,https://www.transfermarkt.co.uk/thomas-kahlenberg/profil/spieler/15052,26,£4.05m  ,37,5,6,3,-,1,3105,183
Nicklas Bendtner,https://www.transfermarkt.co.uk/nicklas-bendtner/profil/spieler/34557,21,£6.75m  ,50,15,5,4,-,-,2727,193
Simon Poulsen,https://www.transfermarkt.co.uk/simon-poulsen/profil/spieler/23097,24,£1.35m  ,13,-,1,1,-,-,787,184
Thomas Enevoldsen,https://www.transfermarkt.co.uk/thomas-enevoldsen/profil/spieler/37221,21,£1.80m  ,46,4,6,8,-,-,3209,181
Dennis Rommedahl,https://www.transfermarkt.co.uk/dennis-rommedahl/profil/spieler/4361,30,£1.58m  ,19,-,5,1,-,-,1428,179
Jon Dahl Tomasson,https://www.transfermarkt.co.uk/jon-dahl-tomasson/profil/spieler/4169,32,£3.15m  ,16,10,2,2,-,-,1282,182
Stéphane Grichting,https://www.transfermarkt.co.uk/stephane-grichting/profil/spieler/5419,30,£2.25m  ,40,-,-,7,-,-,3660,186
Reto Ziegler,https://www.transfermarkt.co.uk/reto-ziegler/profil/spieler/9915,23,£1.44m  ,32,-,5,2,-,-,1982,183
Stephan Lichtsteiner,https://www.transfermarkt.co.uk/stephan-lichtsteiner/profil/spieler/2865,25,£5.85m  ,39,1,4,7,-,-,3193,182
Gelson Fernandes,https://www.transfermarkt.co.uk/gelson-fernandes/profil/spieler/20081,22,£4.95m  ,27,2,-,3,1,-,1046,180
Benjamin Huggel,https://www.transfermarkt.co.uk/benjamin-huggel/profil/spieler/2889,31,£1.35m  ,46,13,1,12,-,-,4040,188
Gökhan Inler,https://www.transfermarkt.co.uk/gokhan-inler/profil/spieler/19041,25,£8.10m  ,49,3,5,9,-,-,4132,183
Philippe Senderos,https://www.transfermarkt.co.uk/philippe-senderos/profil/spieler/4277,24,£4.50m  ,20,-,1,2,-,-,1243,190
Steve von Bergen,https://www.transfermarkt.co.uk/steve-von-bergen/profil/spieler/4793,26,£2.70m  ,28,-,1,2,-,-,2292,182
Valon Behrami,https://www.transfermarkt.co.uk/valon-behrami/profil/spieler/21905,24,£7.20m  ,27,2,2,5,-,-,2212,184
Tranquillo Barnetta,https://www.transfermarkt.co.uk/tranquillo-barnetta/profil/spieler/6645,24,£8.10m  ,37,5,13,4,-,-,2825,178
Sergio Ramos,https://www.transfermarkt.co.uk/sergio-ramos/profil/spieler/25557,23,£27.00m  ,42,6,3,13,-,1,3641,184
Gerard Piqué,https://www.transfermarkt.co.uk/gerard-pique/profil/spieler/18944,22,£9.00m  ,45,2,-,7,2,-,3932,194
Sergio Busquets,https://www.transfermarkt.co.uk/sergio-busquets/profil/spieler/65230,20,£4.50m  ,41,3,1,12,-,-,2909,189
Andrés Iniesta,https://www.transfermarkt.co.uk/andres-iniesta/profil/spieler/7600,25,£37.80m  ,43,5,17,5,-,-,3287,171
David Villa,https://www.transfermarkt.co.uk/david-villa/profil/spieler/7980,27,£37.80m  ,43,31,8,10,1,-,3312,175
Carles Puyol,https://www.transfermarkt.co.uk/carles-puyol/profil/spieler/7594,31,£25.20m  ,45,1,3,8,-,-,3768,178
Joan Capdevila,https://www.transfermarkt.co.uk/joan-capdevila/profil/spieler/7486,31,£11.70m  ,44,6,4,4,-,1,3916,182
Xabi Alonso,https://www.transfermarkt.co.uk/xabi-alonso/profil/spieler/7476,27,£24.30m  ,47,4,7,8,-,-,3726,183
Xavi,https://www.transfermarkt.co.uk/xavi/profil/spieler/7607,29,£39.60m  ,54,10,30,5,-,-,4337,170
Fernando Torres,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767,25,£40.50m  ,38,17,7,3,-,-,2789,186
Siaka Tiéné,https://www.transfermarkt.co.uk/siaka-tiene/profil/spieler/34026,27,£1.35m  ,30,1,1,14,1,1,2635,177
Guy Demel,https://www.transfermarkt.co.uk/guy-demel/profil/spieler/1368,28,£5.40m  ,40,-,5,11,-,-,3098,188
Didier Zokora,https://www.transfermarkt.co.uk/didier-zokora/profil/spieler/13389,28,£7.65m  ,44,-,2,6,-,-,3465,180
Salomon Kalou,https://www.transfermarkt.co.uk/salomon-kalou/profil/spieler/7971,23,£13.50m  ,43,10,10,1,-,-,2538,184
Kolo Touré,https://www.transfermarkt.co.uk/kolo-toure/profil/spieler/3202,28,£18.90m  ,41,1,1,5,-,-,3388,178
Arthur Boka,https://www.transfermarkt.co.uk/arthur-boka/profil/spieler/13038,26,£3.15m  ,29,-,-,7,-,-,1949,166
Emmanuel Eboué,https://www.transfermarkt.co.uk/emmanuel-eboue/profil/spieler/13058,26,£6.30m  ,44,4,3,3,1,-,2463,178
Romaric,https://www.transfermarkt.co.uk/romaric/profil/spieler/15808,26,£9.00m  ,49,2,6,8,1,-,3438,187
Yaya Touré,https://www.transfermarkt.co.uk/yaya-toure/profil/spieler/13091,26,£19.80m  ,43,3,1,10,-,-,3363,188
Gervinho,https://www.transfermarkt.co.uk/gervinho/profil/spieler/33481,22,£5.40m  ,37,7,7,5,-,-,2835,179
Didier Drogba,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924,31,£31.50m  ,42,14,5,4,-,-,2829,189
Yuto Nagatomo,https://www.transfermarkt.co.uk/yuto-nagatomo/profil/spieler/79522,22,£1.80m  ,35,2,3,1,-,-,2965,169
Yuichi Komano,https://www.transfermarkt.co.uk/yuichi-komano/profil/spieler/38777,27,£1.35m  ,35,1,7,3,-,-,3149,172
Makoto Hasebe,https://www.transfermarkt.co.uk/makoto-hasebe/profil/spieler/39259,25,£3.60m  ,33,1,4,2,-,-,1943,180
Yoshito Okubo,https://www.transfermarkt.co.uk/yoshito-okubo/profil/spieler/27439,27,£1.80m  ,32,8,1,6,-,-,1894,170
Yuji Nakazawa,https://www.transfermarkt.co.uk/yuji-nakazawa/profil/spieler/27520,31,£3.60m  ,35,3,1,2,-,-,3100,187
Yuki Abe,https://www.transfermarkt.co.uk/yuki-abe/profil/spieler/27765,27,£2.61m  ,38,2,1,3,-,-,3416,178
Yasuhito Endo,https://www.transfermarkt.co.uk/yasuhito-endo/profil/spieler/27513,29,£5.40m  ,39,13,9,8,-,-,3495,178
Keisuke Honda,https://www.transfermarkt.co.uk/keisuke-honda/profil/spieler/66521,23,£900k  ,37,16,14,3,-,-,3260,182
Winston Reid,https://www.transfermarkt.co.uk/winston-reid/profil/spieler/37526,20,£1.13m  ,29,3,1,8,1,1,2490,190
Ivan Vicelich,https://www.transfermarkt.co.uk/ivan-vicelich/profil/spieler/4618,32,£540k  ,23,3,1,2,-,-,2065,193
Leo Bertos,https://www.transfermarkt.co.uk/leo-bertos/profil/spieler/43145,27,£225k  ,16,2,-,2,-,-,1295,177
Rory Fallon,https://www.transfermarkt.co.uk/rory-fallon/profil/spieler/46109,27,£1.35m  ,46,5,7,6,-,-,2629,191
Shane Smeltz,https://www.transfermarkt.co.uk/shane-smeltz/profil/spieler/51038,27,£360k  ,20,12,-,2,-,-,1792,185
Ryan Nelsen,https://www.transfermarkt.co.uk/ryan-nelsen/profil/spieler/28878,31,£2.97m  ,39,1,1,8,-,-,3436,N/A
Tommy Smith,https://www.transfermarkt.co.uk/tommy-smith/profil/spieler/54381,19,£270k  ,2,-,-,-,-,-,180,187
Tony Lochhead,https://www.transfermarkt.co.uk/tony-lochhead/profil/spieler/39895,27,£180k  ,21,-,-,2,-,-,1862,183
Simon Elliott,https://www.transfermarkt.co.uk/simon-elliott/profil/spieler/26831,35,£225k  ,15,-,-,-,-,-,1212,183
Marko Suler,https://www.transfermarkt.co.uk/marko-suler/profil/spieler/26128,26,£675k  ,20,3,-,1,1,1,1644,187
Aleksandar Radosavljevic,https://www.transfermarkt.co.uk/aleksandar-radosavljevic/profil/spieler/25807,30,£270k  ,29,3,2,3,-,-,1843,182
Andraz Kirm,https://www.transfermarkt.co.uk/andraz-kirm/profil/spieler/28393,24,£1.13m  ,40,7,19,7,-,-,3576,183
Valter Birsa,https://www.transfermarkt.co.uk/valter-birsa/profil/spieler/26105,22,£1.53m  ,31,3,2,3,-,-,1505,184
Milivoje Novakovic,https://www.transfermarkt.co.uk/milivoje-novakovic/profil/spieler/16162,30,£5.85m  ,32,17,1,5,1,-,2833,192
Zlatko Dedic,https://www.transfermarkt.co.uk/zlatko-dedic/profil/spieler/28835,24,£900k  ,32,7,1,2,-,-,2048,183
Bostjan Cesar,https://www.transfermarkt.co.uk/bostjan-cesar/profil/spieler/24606,26,£1.35m  ,17,1,-,8,-,-,1530,191
Bojan Jokic,https://www.transfermarkt.co.uk/bojan-jokic/profil/spieler/44317,23,£1.17m  ,22,-,1,1,-,-,1729,176
Miso Brecko,https://www.transfermarkt.co.uk/miso-brecko/profil/spieler/15300,25,£1.80m  ,35,2,3,8,-,-,3099,178
Robert Koren,https://www.transfermarkt.co.uk/robert-koren/profil/spieler/26946,28,£2.88m  ,39,4,4,3,-,-,3312,176
Lucas Neill,https://www.transfermarkt.co.uk/lucas-neill/profil/spieler/3826,31,£4.32m  ,37,1,-,8,-,-,3285,185
Luke Wilkshire,https://www.transfermarkt.co.uk/luke-wilkshire/profil/spieler/3321,27,£2.88m  ,31,-,3,7,1,-,2798,176
Vince Grella,https://www.transfermarkt.co.uk/vince-grella/profil/spieler/6021,29,£2.97m  ,19,-,-,5,-,-,1374,183
Carl Valeri,https://www.transfermarkt.co.uk/carl-valeri/profil/spieler/22130,24,£810k  ,31,1,2,5,-,-,2287,183
Scott Chipperfield,https://www.transfermarkt.co.uk/scott-chipperfield/profil/spieler/2894,33,£1.35m  ,31,13,3,-,-,-,1725,180
Tim Cahill,https://www.transfermarkt.co.uk/tim-cahill/profil/spieler/13556,29,£14.40m  ,40,9,7,7,-,1,3354,180
Brett Holman,https://www.transfermarkt.co.uk/brett-holman/profil/spieler/21496,25,£1.13m  ,17,1,3,-,1,-,653,177
David Carney,https://www.transfermarkt.co.uk/david-carney/profil/spieler/10387,25,£675k  ,10,-,1,-,-,-,499,183
Joshua Kennedy,https://www.transfermarkt.co.uk/joshua-kennedy/profil/spieler/701,26,£720k  ,46,12,5,3,-,-,3463,194
Craig Moore,https://www.transfermarkt.co.uk/craig-moore/profil/spieler/11367,33,£1.26m  ,8,-,-,2,-,-,810,N/A
Michael Beauchamp,https://www.transfermarkt.co.uk/michael-beauchamp/profil/spieler/38669,28,£630k  ,22,1,-,4,-,2,1677,191
Mark Bresciano,https://www.transfermarkt.co.uk/mark-bresciano/profil/spieler/5867,29,£3.60m  ,27,4,-,4,1,1,2001,176
Jason Culina,https://www.transfermarkt.co.uk/jason-culina/profil/spieler/19051,28,£2.93m  ,41,1,3,3,-,1,3024,175
Brett Emerton,https://www.transfermarkt.co.uk/brett-emerton/profil/spieler/4367,30,£3.96m  ,22,2,3,4,-,-,1790,185
Branislav Ivanovic,https://www.transfermarkt.co.uk/branislav-ivanovic/profil/spieler/36827,25,£7.65m  ,26,2,3,4,-,-,1956,185
Aleksandar Lukovic,https://www.transfermarkt.co.uk/aleksandar-lukovic/profil/spieler/19712,26,£4.05m  ,35,-,-,7,-,-,2462,185
Aleksandar Kolarov,https://www.transfermarkt.co.uk/aleksandar-kolarov/profil/spieler/46156,23,£2.34m  ,32,3,3,4,-,1,2650,187
Milos Ninkovic,https://www.transfermarkt.co.uk/milos-ninkovic/profil/spieler/48740,24,£4.05m  ,37,5,4,2,-,-,2722,180
Marko Pantelic,https://www.transfermarkt.co.uk/marko-pantelic/profil/spieler/19719,30,£6.30m  ,37,14,9,3,-,-,2518,N/A
Nemanja Vidic,https://www.transfermarkt.co.uk/nemanja-vidic-lrm-/profil/spieler/19726,27,£31.50m  ,55,7,1,8,1,2,4740,190
Neven Subotic,https://www.transfermarkt.co.uk/neven-subotic/profil/spieler/40995,20,£6.75m  ,38,6,1,5,-,-,3480,192
Ivan Obradovic,https://www.transfermarkt.co.uk/ivan-obradovic/profil/spieler/49802,20,£4.05m  ,38,-,4,8,-,-,3361,181
Milos Krasic,https://www.transfermarkt.co.uk/milos-krasic/profil/spieler/18828,24,£11.25m  ,39,9,12,9,-,-,3057,185
Nenad Milijas,https://www.transfermarkt.co.uk/nenad-milijas/profil/spieler/36123,26,£4.05m  ,35,20,5,3,-,-,3174,188
Milan Jovanovic,https://www.transfermarkt.co.uk/milan-jovanovic/profil/spieler/14933,28,£7.65m  ,40,14,13,7,-,-,3419,183
Juan,https://www.transfermarkt.co.uk/juan/profil/spieler/1599,30,£16.20m  ,27,3,-,1,-,-,2189,182
Felipe Melo,https://www.transfermarkt.co.uk/felipe-melo/profil/spieler/35537,26,£8.55m  ,40,2,1,13,2,-,3531,183
Gilberto Silva,https://www.transfermarkt.co.uk/gilberto-silva/profil/spieler/3194,32,£5.85m  ,42,3,5,7,-,-,3476,185
Michel Bastos,https://www.transfermarkt.co.uk/michel-bastos/profil/spieler/12142,25,£9.00m  ,41,16,13,5,-,-,3411,179
Júlio Baptista,https://www.transfermarkt.co.uk/julio-baptista/profil/spieler/15952,27,£12.60m  ,37,11,4,2,-,-,2897,185
Nilmar,https://www.transfermarkt.co.uk/nilmar/profil/spieler/22750,24,£9.90m  ,8,5,2,1,-,-,630,180
Lúcio,https://www.transfermarkt.co.uk/lucio/profil/spieler/77,31,£16.20m  ,44,2,2,4,-,-,3842,188
Maicon,https://www.transfermarkt.co.uk/maicon/profil/spieler/18301,27,£22.50m  ,41,5,7,6,-,-,3594,184
Ramires,https://www.transfermarkt.co.uk/ramires/profil/spieler/54170,22,£7.20m  ,15,2,2,4,-,-,1313,179
Kaká,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366,27,£49.50m  ,36,16,12,4,-,-,2953,186
Robinho,https://www.transfermarkt.co.uk/robinho/profil/spieler/15511,25,£31.50m  ,42,15,9,4,-,-,3536,172
