name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Cesc Fàbregas,https://www.transfermarkt.co.uk/cesc-fabregas/profil/spieler/8806,18,£6.75m  ,46,3,3,8,-,-,3097,180
Joaquín,https://www.transfermarkt.co.uk/joaquin/profil/spieler/7663,23,£19.80m  ,39,5,2,3,-,-,3374,181
Raúl,https://www.transfermarkt.co.uk/raul/profil/spieler/7349,28,£22.50m  ,43,13,4,2,-,-,3493,178
Arthur Boka,https://www.transfermarkt.co.uk/arthur-boka/profil/spieler/13038,22,£1.13m  ,39,-,1,6,-,-,3326,166
Emmanuel Eboué,https://www.transfermarkt.co.uk/emmanuel-eboue/profil/spieler/13058,22,£1.98m  ,27,2,-,3,-,1,2309,178
Didier Zokora,https://www.transfermarkt.co.uk/didier-zokora/profil/spieler/13389,24,£2.70m  ,39,-,-,9,1,-,3505,180
Romaric,https://www.transfermarkt.co.uk/romaric/profil/spieler/15808,22,£1.08m  ,40,15,5,9,-,-,3544,187
Arouna Koné,https://www.transfermarkt.co.uk/arouna-kone/profil/spieler/8552,21,£5.40m  ,35,15,7,3,-,-,3102,181
Kolo Touré,https://www.transfermarkt.co.uk/kolo-toure/profil/spieler/3202,24,£6.53m  ,50,1,-,3,-,-,4455,178
Blaise Kouassi,https://www.transfermarkt.co.uk/blaise-kouassi/profil/spieler/5450,30,£405k  ,35,-,-,8,1,-,2770,187
Yaya Touré,https://www.transfermarkt.co.uk/yaya-toure/profil/spieler/13091,22,£1.80m  ,2,-,-,-,-,-,180,188
Bonaventure Kalou,https://www.transfermarkt.co.uk/bonaventure-kalou/profil/spieler/4164,27,£6.75m  ,47,19,1,9,-,-,3950,182
Didier Drogba,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924,27,£27.90m  ,41,16,8,5,1,-,2677,189
Olof Mellberg,https://www.transfermarkt.co.uk/olof-mellberg/profil/spieler/3098,27,£6.53m  ,31,3,-,6,-,-,2745,187
Teddy Lucic,https://www.transfermarkt.co.uk/teddy-lucic/profil/spieler/3734,32,£1.80m  ,3,-,-,-,-,-,270,180
Anders Svensson,https://www.transfermarkt.co.uk/anders-svensson/profil/spieler/3688,28,£4.05m  ,31,4,-,-,-,-,2153,178
Freddie Ljungberg,https://www.transfermarkt.co.uk/freddie-ljungberg/profil/spieler/3134,28,£15.30m  ,38,14,10,3,-,-,3002,175
Erik Edman,https://www.transfermarkt.co.uk/erik-edman/profil/spieler/4394,26,£2.70m  ,31,1,1,4,-,-,2570,179
Kim Källström,https://www.transfermarkt.co.uk/kim-kallstrom/profil/spieler/3730,22,£4.50m  ,33,6,-,6,-,1,2866,185
Tobias Linderoth,https://www.transfermarkt.co.uk/tobias-linderoth/profil/spieler/3586,26,£2.25m  ,-,-,-,-,-,-,-,-
Niclas Alexandersson,https://www.transfermarkt.co.uk/niclas-alexandersson/profil/spieler/3265,33,£1.80m  ,-,-,-,-,-,-,-,-
Christian Wilhelmsson,https://www.transfermarkt.co.uk/christian-wilhelmsson/profil/spieler/9611,25,£4.50m  ,41,7,10,3,-,-,3538,177
Henrik Larsson,https://www.transfermarkt.co.uk/henrik-larsson/profil/spieler/3514,33,£5.40m  ,17,4,1,1,-,-,929,177
Mattias Jonson,https://www.transfermarkt.co.uk/mattias-jonson/profil/spieler/15044,31,£900k  ,29,-,-,2,-,1,1600,179
David Rozehnal,https://www.transfermarkt.co.uk/david-rozehnal/profil/spieler/9659,24,£2.25m  ,36,2,-,2,-,-,3077,191
Pavel Nedved,https://www.transfermarkt.co.uk/pavel-nedved/profil/spieler/3603,32,£25.20m  ,38,10,-,8,-,-,3265,177
Radoslav Kovac,https://www.transfermarkt.co.uk/radoslav-kovac/profil/spieler/9702,25,£3.60m  ,51,4,3,11,-,-,4375,189
Marek Jankulovski,https://www.transfermarkt.co.uk/marek-jankulovski/profil/spieler/3532,28,£18.00m  ,37,4,1,7,-,2,3105,184
Zdenek Grygera,https://www.transfermarkt.co.uk/zdenek-grygera/profil/spieler/6833,25,£3.15m  ,26,4,-,3,-,-,2241,184
Jaroslav Plasil,https://www.transfermarkt.co.uk/jaroslav-plasil/profil/spieler/8885,23,£1.80m  ,35,1,-,5,-,-,2503,182
Karel Poborsky,https://www.transfermarkt.co.uk/karel-poborsky/profil/spieler/3420,33,£2.70m  ,30,6,7,6,1,-,2720,175
Mateus,https://www.transfermarkt.co.uk/mateus/profil/spieler/37947,21, ,-,-,-,-,-,-,-,-
Tsuneyasu Miyamoto,https://www.transfermarkt.co.uk/tsuneyasu-miyamoto/profil/spieler/27517,28,£2.16m  ,30,3,-,3,-,-,2548,176
Yuichi Komano,https://www.transfermarkt.co.uk/yuichi-komano/profil/spieler/38777,23, ,34,2,-,2,1,-,2968,172
Mitsuo Ogasawara,https://www.transfermarkt.co.uk/mitsuo-ogasawara/profil/spieler/27522,26,£1.35m  ,30,11,7,7,-,-,2698,173
Hidetoshi Nakata,https://www.transfermarkt.co.uk/hidetoshi-nakata/profil/spieler/5875,28,£9.00m  ,24,-,1,1,-,-,1479,175
Shunsuke Nakamura,https://www.transfermarkt.co.uk/shunsuke-nakamura/profil/spieler/6069,27,£2.25m  ,33,2,-,4,-,-,2055,178
Keiji Tamada,https://www.transfermarkt.co.uk/keiji-tamada/profil/spieler/27576,25,£2.03m  ,28,6,-,1,-,-,2417,173
Keisuke Tsuboi,https://www.transfermarkt.co.uk/keisuke-tsuboi/profil/spieler/31358,25,£1.44m  ,33,-,-,2,-,-,2929,179
Yuji Nakazawa,https://www.transfermarkt.co.uk/yuji-nakazawa/profil/spieler/27520,27,£540k  ,28,3,-,-,-,-,2520,187
Akira Kaji,https://www.transfermarkt.co.uk/akira-kaji/profil/spieler/27657,25,£765k  ,25,-,-,3,-,-,2195,177
Junichi Inamoto,https://www.transfermarkt.co.uk/junichi-inamoto/profil/spieler/3568,25,£2.03m  ,17,-,-,2,-,-,1179,181
Takashi Fukunishi,https://www.transfermarkt.co.uk/takashi-fukunishi/profil/spieler/27514,28,£1.53m  ,23,2,-,5,-,1,1852,181
Atsushi Yanagisawa,https://www.transfermarkt.co.uk/atsushi-yanagisawa/profil/spieler/6755,28,£1.62m  ,26,1,-,2,-,-,1082,177
Craig Moore,https://www.transfermarkt.co.uk/craig-moore/profil/spieler/11367,29,£900k  ,16,1,-,6,1,-,1330,N/A
Luke Wilkshire,https://www.transfermarkt.co.uk/luke-wilkshire/profil/spieler/3321,23,£450k  ,37,10,5,3,-,-,2838,176
Vince Grella,https://www.transfermarkt.co.uk/vince-grella/profil/spieler/6021,25,£2.70m  ,35,-,-,11,-,-,2461,183
Brett Emerton,https://www.transfermarkt.co.uk/brett-emerton/profil/spieler/4367,26,£4.05m  ,41,4,-,4,-,-,3330,185
Scott Chipperfield,https://www.transfermarkt.co.uk/scott-chipperfield/profil/spieler/2894,29,£3.60m  ,38,5,8,7,-,2,3082,180
Mile Sterjovski,https://www.transfermarkt.co.uk/mile-sterjovski/profil/spieler/5656,26,£900k  ,38,3,3,2,-,-,1752,181
Harry Kewell,https://www.transfermarkt.co.uk/harry-kewell/profil/spieler/3241,26,£11.70m  ,31,1,1,-,-,-,2047,180
Lucas Neill,https://www.transfermarkt.co.uk/lucas-neill/profil/spieler/3826,27,£2.70m  ,40,1,-,10,-,-,3509,185
Jason Culina,https://www.transfermarkt.co.uk/jason-culina/profil/spieler/19051,24,£720k  ,33,14,3,4,-,-,2873,175
Tim Cahill,https://www.transfermarkt.co.uk/tim-cahill/profil/spieler/13556,25,£3.38m  ,36,12,-,8,1,-,2846,180
Yahya Golmohammadi,https://www.transfermarkt.co.uk/yahya-golmohammadi/profil/spieler/24642,34,£540k  ,-,-,-,-,-,-,-,-
Sohrab Bakhtiarizadeh,https://www.transfermarkt.co.uk/sohrab-bakhtiarizadeh/profil/spieler/37718,30, ,-,-,-,-,-,-,-,-
Hossein Kaebi,https://www.transfermarkt.co.uk/hossein-kaebi/profil/spieler/24643,19,£675k  ,-,-,-,-,-,-,-,-
Ali Karimi,https://www.transfermarkt.co.uk/ali-karimi/profil/spieler/15412,26,£4.28m  ,-,-,-,-,-,-,-,-
Rahman Rezaei,https://www.transfermarkt.co.uk/rahman-rezaei/profil/spieler/5218,30,£1.35m  ,37,-,-,5,-,-,3320,185
Mohammad Nosrati,https://www.transfermarkt.co.uk/mohammad-nosrati/profil/spieler/24620,24,£450k  ,-,-,-,-,-,-,-,-
Javad Nekounam,https://www.transfermarkt.co.uk/javad-nekounam/profil/spieler/24619,24,£675k  ,-,-,-,-,-,-,-,-
Andranik Teymourian,https://www.transfermarkt.co.uk/andranik-teymourian/profil/spieler/39938,22, ,-,-,-,-,-,-,-,-
Mehdi Mahdavikia,https://www.transfermarkt.co.uk/mehdi-mahdavikia/profil/spieler/317,27,£2.25m  ,27,2,2,1,1,-,1356,N/A
Ferydoon Zandi,https://www.transfermarkt.co.uk/ferydoon-zandi/profil/spieler/424,26,£900k  ,28,9,6,6,-,-,2045,184
Mehrzad Madanchi,https://www.transfermarkt.co.uk/mehrzad-madanchi/profil/spieler/27049,20, ,-,-,-,-,-,-,-,-
Ali Daei,https://www.transfermarkt.co.uk/ali-daei/profil/spieler/335,36,£900k  ,-,-,-,-,-,-,-,-
Karim Haggui,https://www.transfermarkt.co.uk/karim-haggui/profil/spieler/17885,21,£1.35m  ,23,-,-,5,-,-,1696,190
Anis Ayari,https://www.transfermarkt.co.uk/anis-ayari/profil/spieler/25479,23,£900k  ,17,-,-,6,-,-,1035,179
Hatem Trabelsi,https://www.transfermarkt.co.uk/hatem-trabelsi/profil/spieler/4318,28,£4.50m  ,32,-,4,5,-,-,2866,179
Mehdi Nafti,https://www.transfermarkt.co.uk/mehdi-nafti/profil/spieler/7862,26,£1.80m  ,28,1,-,10,-,1,1656,179
Radhi Jaidi,https://www.transfermarkt.co.uk/radhi-jaidi/profil/spieler/19310,29,£1.67m  ,29,5,-,3,-,-,1946,192
David Jemmali,https://www.transfermarkt.co.uk/david-jemmali/profil/spieler/5370,30,£1.35m  ,29,1,-,7,1,-,2403,186
Riadh Bouazizi,https://www.transfermarkt.co.uk/riadh-bouazizi/profil/spieler/7263,32,£2.25m  ,32,2,-,5,-,1,2815,177
Jaouhar Mnari,https://www.transfermarkt.co.uk/jaouhar-mnari/profil/spieler/31199,28,£900k  ,3,-,-,-,-,-,270,N/A
Adel Chedli,https://www.transfermarkt.co.uk/adel-chedli/profil/spieler/5400,28,£540k  ,26,-,-,6,-,-,2172,N/A
Hamed Namouchi,https://www.transfermarkt.co.uk/hamed-namouchi/profil/spieler/11492,21,£1.13m  ,4,1,-,-,-,-,224,N/A
Zied Jaziri,https://www.transfermarkt.co.uk/zied-jaziri/profil/spieler/13936,26,£4.05m  ,27,10,1,8,1,-,2012,170
Lúcio,https://www.transfermarkt.co.uk/lucio/profil/spieler/77,27,£14.40m  ,48,3,-,5,-,1,4143,188
Zé Roberto,https://www.transfermarkt.co.uk/ze-roberto/profil/spieler/89,30,£13.50m  ,36,3,11,4,-,-,2353,175
Kaká,https://www.transfermarkt.co.uk/kaka/profil/spieler/3366,23,£23.40m  ,51,9,6,6,-,-,4114,186
Ronaldo,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/3140,28,£29.70m  ,45,24,8,1,-,1,3655,182
Juan,https://www.transfermarkt.co.uk/juan/profil/spieler/1599,26,£10.80m  ,39,3,1,8,-,-,3375,182
Roberto Carlos,https://www.transfermarkt.co.uk/roberto-carlos/profil/spieler/7518,32,£12.15m  ,46,4,5,7,-,-,4034,168
Cicinho,https://www.transfermarkt.co.uk/cicinho/profil/spieler/26101,25,£2.70m  ,-,-,-,-,-,-,-,-
Gilberto Silva,https://www.transfermarkt.co.uk/gilberto-silva/profil/spieler/3194,28,£6.30m  ,17,1,1,-,-,-,1516,185
Ronaldinho,https://www.transfermarkt.co.uk/ronaldinho/profil/spieler/3373,25,£45.00m  ,42,13,16,6,-,-,3674,180
Juninho Pernambucano,https://www.transfermarkt.co.uk/juninho-pernambucano/profil/spieler/5354,30,£13.50m  ,45,16,3,8,-,-,3990,179
