name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Tsuneyasu Miyamoto,https://www.transfermarkt.co.uk/tsuneyasu-miyamoto/profil/spieler/27517,24, ,-,-,-,-,-,-,-,-
Daisuke Ichikawa,https://www.transfermarkt.co.uk/daisuke-ichikawa/profil/spieler/79637,21, ,-,-,-,-,-,-,-,-
Junichi Inamoto,https://www.transfermarkt.co.uk/junichi-inamoto/profil/spieler/3568,21, ,-,-,-,-,-,-,-,-
Tomokazu Myojin,https://www.transfermarkt.co.uk/tomokazu-myojin/profil/spieler/79420,23, ,-,-,-,-,-,-,-,-
Hidetoshi Nakata,https://www.transfermarkt.co.uk/hidetoshi-nakata/profil/spieler/5875,24, ,22,3,1,-,-,-,1008,175
Shinji Ono,https://www.transfermarkt.co.uk/shinji-ono/profil/spieler/4379,21, ,-,-,-,-,-,-,-,-
Atsushi Yanagisawa,https://www.transfermarkt.co.uk/atsushi-yanagisawa/profil/spieler/6755,24, ,-,-,-,-,-,-,-,-
Ryuzo Morioka,https://www.transfermarkt.co.uk/ryuzo-morioka/profil/spieler/79744,25, ,-,-,-,-,-,-,-,-
Koji Nakata,https://www.transfermarkt.co.uk/koji-nakata/profil/spieler/27519,21, ,-,-,-,-,-,-,-,-
Kazuyuki Toda,https://www.transfermarkt.co.uk/kazuyuki-toda/profil/spieler/4057,23, ,-,-,-,-,-,-,-,-
Alex,https://www.transfermarkt.co.uk/alex/profil/spieler/27523,23, ,-,-,-,-,-,-,-,-
Spasoje Bulajic,https://www.transfermarkt.co.uk/spasoje-bulajic/profil/spieler/33,25, ,15,-,-,2,-,-,859,N/A
Amir Karic,https://www.transfermarkt.co.uk/amir-karic/profil/spieler/13321,27, ,-,-,-,-,-,-,-,-
Ales Ceh,https://www.transfermarkt.co.uk/ales-ceh/profil/spieler/4999,33, ,41,2,-,6,-,-,3578,174
Dzoni Novak,https://www.transfermarkt.co.uk/dzoni-novak/profil/spieler/729,31, ,9,-,1,2,-,-,334,N/A
Miran Pavlin,https://www.transfermarkt.co.uk/miran-pavlin/profil/spieler/1538,29, ,1,-,-,-,-,-,45,N/A
Mladen Rudonja,https://www.transfermarkt.co.uk/mladen-rudonja/profil/spieler/82733,29, ,-,-,-,-,-,-,-,-
Milan Osterc,https://www.transfermarkt.co.uk/milan-osterc/profil/spieler/4079,25, ,2,-,-,1,-,-,180,185
Marinko Galic,https://www.transfermarkt.co.uk/marinko-galic/profil/spieler/48340,31, ,-,-,-,-,-,-,-,-
Zeljko Milinovic,https://www.transfermarkt.co.uk/zeljko-milinovic/profil/spieler/28798,31, ,23,1,-,4,-,-,2070,188
Aleksander Knavs,https://www.transfermarkt.co.uk/aleksander-knavs/profil/spieler/1056,25, ,40,1,-,6,-,-,3482,N/A
Rajko Tavcar,https://www.transfermarkt.co.uk/rajko-tavcar/profil/spieler/769,26, ,32,1,1,3,-,-,1710,N/A
Milenko Acimovic,https://www.transfermarkt.co.uk/milenko-acimovic/profil/spieler/3261,24, ,5,1,-,-,-,-,298,186
Zlatko Zahovic,https://www.transfermarkt.co.uk/zlatko-zahovic/profil/spieler/13234,30, ,27,4,1,2,-,-,1365,180
Jacky Peeters,https://www.transfermarkt.co.uk/jacky-peeters/profil/spieler/153,31, ,34,1,-,4,-,-,3005,N/A
Eric Deflandre,https://www.transfermarkt.co.uk/eric-deflandre/profil/spieler/5342,27, ,35,-,-,8,1,-,2769,179
Johan Walem,https://www.transfermarkt.co.uk/johan-walem/profil/spieler/6153,29, ,24,4,1,2,-,-,1452,174
Gert Verheyen,https://www.transfermarkt.co.uk/gert-verheyen/profil/spieler/9672,30, ,30,18,-,3,-,-,2491,189
Eric Van Meir,https://www.transfermarkt.co.uk/eric-van-meir/profil/spieler/15635,33, ,33,7,-,5,-,1,2789,187
Glen De Boeck,https://www.transfermarkt.co.uk/glen-de-boeck/profil/spieler/9588,29, ,41,-,-,11,-,1,3541,190
Daniel Van Buyten,https://www.transfermarkt.co.uk/daniel-van-buyten/profil/spieler/4740,23, ,33,5,-,2,-,1,2870,N/A
Nico Van Kerckhoven,https://www.transfermarkt.co.uk/nico-van-kerckhoven/profil/spieler/284,30, ,28,2,5,2,1,-,2388,190
Timmy Simons,https://www.transfermarkt.co.uk/timmy-simons/profil/spieler/3441,24, ,41,4,-,2,-,-,3653,186
Yves Vanderhaeghe,https://www.transfermarkt.co.uk/yves-vanderhaeghe/profil/spieler/9610,31, ,47,3,-,10,-,-,4020,180
Bart Goor,https://www.transfermarkt.co.uk/bart-goor/profil/spieler/915,28, ,49,12,3,5,-,-,4273,N/A
Marc Wilmots,https://www.transfermarkt.co.uk/marc-wilmots/profil/spieler/286,32, ,38,11,-,2,-,-,2707,184
Mohamed Mkacher,https://www.transfermarkt.co.uk/mohamed-mkacher/profil/spieler/135241,26, ,-,-,-,-,-,-,-,-
Radhi Jaidi,https://www.transfermarkt.co.uk/radhi-jaidi/profil/spieler/19310,25, ,-,-,-,-,-,-,-,-
Hatem Trabelsi,https://www.transfermarkt.co.uk/hatem-trabelsi/profil/spieler/4318,24, ,-,-,-,-,-,-,-,-
Selim Benachour,https://www.transfermarkt.co.uk/selim-benachour/profil/spieler/12148,19, ,1,-,-,-,-,-,4,170
Zied Jaziri,https://www.transfermarkt.co.uk/zied-jaziri/profil/spieler/13936,22, ,-,-,-,-,-,-,-,-
Khaled Badra,https://www.transfermarkt.co.uk/khaled-badra/profil/spieler/49834,28, ,2,-,-,-,-,-,180,186
Clayton,https://www.transfermarkt.co.uk/clayton/profil/spieler/31426,27, ,15,-,-,2,-,-,1118,179
Raouf Bouzaiene,https://www.transfermarkt.co.uk/raouf-bouzaiene/profil/spieler/138847,30, ,-,-,-,-,-,-,-,-
Riadh Bouazizi,https://www.transfermarkt.co.uk/riadh-bouazizi/profil/spieler/7263,28, ,-,-,-,-,-,-,-,-
Edmílson,https://www.transfermarkt.co.uk/edmilson/profil/spieler/5343,24, ,40,3,-,11,1,1,3573,186
Kléberson,https://www.transfermarkt.co.uk/kleberson/profil/spieler/3365,22, ,-,-,-,-,-,-,-,-
Ronaldinho,https://www.transfermarkt.co.uk/ronaldinho/profil/spieler/3373,21, ,-,-,-,-,-,-,-,-
Juninho Paulista,https://www.transfermarkt.co.uk/juninho-paulista/profil/spieler/3505,28, ,-,-,-,-,-,-,-,-
Lúcio,https://www.transfermarkt.co.uk/lucio/profil/spieler/77,23, ,15,5,-,2,-,-,1334,188
Roberto Carlos,https://www.transfermarkt.co.uk/roberto-carlos/profil/spieler/7518,28, ,52,10,5,6,2,-,4477,168
Gilberto Silva,https://www.transfermarkt.co.uk/gilberto-silva/profil/spieler/3194,24, ,-,-,-,-,-,-,-,-
Rivaldo,https://www.transfermarkt.co.uk/rivaldo/profil/spieler/3372,29, ,53,36,10,6,-,-,4467,186
Alex,https://www.transfermarkt.co.uk/alex/profil/spieler/18537,23, ,-,-,-,-,-,-,-,-
