name,link,age,value,appearances,goals,assists,yellow_cards,yellow_red_cards,red_cards,minutes,height
Hugo Almeida,https://www.transfermarkt.co.uk/hugo-almeida/profil/spieler/9824,29,£6.30m  ,22,10,7,4,1,-,1575,191
Éder Balanta,https://www.transfermarkt.co.uk/eder-balanta/profil/spieler/265127,20,£1.35m  ,13,2,-,3,-,1,1135,181
Mario Yepes,https://www.transfermarkt.co.uk/mario-yepes/profil/spieler/5507,37,£270k  ,18,1,-,8,-,-,1378,186
Abel Aguilar,https://www.transfermarkt.co.uk/abel-aguilar/profil/spieler/37388,28,£2.70m  ,28,3,3,13,1,-,2412,185
Alexander Mejía,https://www.transfermarkt.co.uk/alexander-mejia/profil/spieler/77172,24,£765k  ,25,-,1,6,-,-,2217,178
Juan Quintero,https://www.transfermarkt.co.uk/juan-quintero/profil/spieler/122582,20,£6.30m  ,17,1,2,3,-,-,1024,169
Juan Cuadrado,https://www.transfermarkt.co.uk/juan-cuadrado/profil/spieler/91970,25,£13.50m  ,40,5,7,12,-,1,3239,179
Teófilo Gutiérrez,https://www.transfermarkt.co.uk/teofilo-gutierrez/profil/spieler/77066,28,£1.80m  ,29,10,2,5,-,-,2068,177
Cristián Zapata,https://www.transfermarkt.co.uk/cristian-zapata/profil/spieler/34344,26,£5.40m  ,29,-,2,4,1,-,2391,187
Carlos Valdés,https://www.transfermarkt.co.uk/carlos-valdes/profil/spieler/73789,28,£810k  ,21,1,-,6,-,2,1863,184
Pablo Armero,https://www.transfermarkt.co.uk/pablo-armero/profil/spieler/73786,26,£8.10m  ,33,1,6,5,-,-,1976,174
Santiago Arias,https://www.transfermarkt.co.uk/santiago-arias/profil/spieler/120443,21,£1.35m  ,30,1,5,5,1,-,2506,177
Carlos Sánchez,https://www.transfermarkt.co.uk/carlos-sanchez/profil/spieler/51226,27,£2.70m  ,31,2,1,5,1,-,2320,182
Fredy Guarín,https://www.transfermarkt.co.uk/fredy-guarin/profil/spieler/39090,27,£16.20m  ,47,10,12,11,-,-,3520,183
James Rodríguez,https://www.transfermarkt.co.uk/james-rodriguez/profil/spieler/88103,21,£20.70m  ,38,12,12,5,-,-,2781,180
Jackson Martínez,https://www.transfermarkt.co.uk/jackson-martinez/profil/spieler/74418,26,£12.60m  ,43,31,3,2,-,-,3798,185
Raphaël Varane,https://www.transfermarkt.co.uk/raphael-varane/profil/spieler/164770,20,£22.50m  ,33,2,-,1,-,-,2623,191
Laurent Koscielny,https://www.transfermarkt.co.uk/laurent-koscielny/profil/spieler/76277,27,£13.50m  ,34,4,1,5,-,1,2511,185
Lucas Digne,https://www.transfermarkt.co.uk/lucas-digne/profil/spieler/126664,19,£9.00m  ,44,3,2,5,-,1,3686,
Bacary Sagna,https://www.transfermarkt.co.uk/bacary-sagna/profil/spieler/26764,30,£13.05m  ,33,-,-,3,-,-,2959,176
Morgan Schneiderlin,https://www.transfermarkt.co.uk/morgan-schneiderlin/profil/spieler/56818,23,£2.70m  ,37,5,1,9,-,-,3262,186
Paul Pogba,https://www.transfermarkt.co.uk/paul-pogba/profil/spieler/122153,20,£16.20m  ,37,5,-,2,-,1,2252,191
Karim Benzema,https://www.transfermarkt.co.uk/karim-benzema/profil/spieler/18922,25,£30.60m  ,50,21,21,-,-,-,2880,185
Antoine Griezmann,https://www.transfermarkt.co.uk/antoine-griezmann/profil/spieler/125781,22,£13.50m  ,35,11,5,8,-,-,2922,175
Mamadou Sakho,https://www.transfermarkt.co.uk/mamadou-sakho/profil/spieler/47713,23,£13.50m  ,34,2,-,3,-,1,2686,187
Patrice Evra,https://www.transfermarkt.co.uk/patrice-evra/profil/spieler/5285,32,£11.70m  ,42,4,6,5,-,-,3780,174
Mathieu Debuchy,https://www.transfermarkt.co.uk/mathieu-debuchy/profil/spieler/27306,27,£10.35m  ,34,-,1,5,2,-,2965,177
Blaise Matuidi,https://www.transfermarkt.co.uk/blaise-matuidi/profil/spieler/33923,26,£16.20m  ,52,8,1,6,1,-,4434,180
Yohan Cabaye,https://www.transfermarkt.co.uk/yohan-cabaye/profil/spieler/29434,27,£14.85m  ,35,6,2,11,-,-,2689,173
Moussa Sissoko,https://www.transfermarkt.co.uk/moussa-sissoko/profil/spieler/46001,23,£9.00m  ,40,4,4,5,-,-,3461,187
Olivier Giroud,https://www.transfermarkt.co.uk/olivier-giroud/profil/spieler/82442,26,£13.50m  ,47,17,12,7,-,1,3201,192
Ron Vlaar,https://www.transfermarkt.co.uk/ron-vlaar/profil/spieler/30697,28,£5.85m  ,31,2,-,2,-,-,2781,189
Bruno Martins Indi,https://www.transfermarkt.co.uk/bruno-martins-indi/profil/spieler/112052,21,£4.50m  ,39,1,1,4,-,1,3453,185
Daley Blind,https://www.transfermarkt.co.uk/daley-blind/profil/spieler/12282,23,£4.05m  ,46,2,2,6,-,-,3995,180
Daryl Janmaat,https://www.transfermarkt.co.uk/daryl-janmaat/profil/spieler/60744,23,£4.50m  ,39,3,5,5,1,-,3404,185
Paul Verhaegh,https://www.transfermarkt.co.uk/paul-verhaegh/profil/spieler/18021,29,£1.80m  ,18,-,1,2,-,-,1560,178
Jordy Clasie,https://www.transfermarkt.co.uk/jordy-clasie/profil/spieler/104223,22,£5.85m  ,39,2,7,7,-,-,3372,169
Memphis Depay,https://www.transfermarkt.co.uk/memphis-depay/profil/spieler/167850,19,£2.25m  ,40,10,9,1,-,-,1783,176
Arjen Robben,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360,29,£19.80m  ,31,13,13,2,-,-,2209,180
Stefan de Vrij,https://www.transfermarkt.co.uk/stefan-de-vrij/profil/spieler/111196,21,£5.40m  ,33,-,-,5,-,-,2732,190
Nigel de Jong,https://www.transfermarkt.co.uk/nigel-de-jong/profil/spieler/4672,28,£6.30m  ,18,1,-,4,-,-,1433,174
Jonathan de Guzmán,https://www.transfermarkt.co.uk/jonathan-de-guzman/profil/spieler/31067,25,£7.20m  ,45,8,8,6,-,-,3511,173
Georginio Wijnaldum,https://www.transfermarkt.co.uk/georginio-wijnaldum/profil/spieler/49499,22,£6.30m  ,45,20,8,4,-,-,3125,175
Wesley Sneijder,https://www.transfermarkt.co.uk/wesley-sneijder/profil/spieler/4673,29,£15.30m  ,24,6,4,2,-,-,1601,170
Jeremain Lens,https://www.transfermarkt.co.uk/jeremain-lens/profil/spieler/38497,25,£8.10m  ,40,19,12,9,-,-,3332,178
Dirk Kuyt,https://www.transfermarkt.co.uk/dirk-kuyt/profil/spieler/4010,32,£4.05m  ,56,17,15,5,-,-,4723,184
Robin van Persie,https://www.transfermarkt.co.uk/robin-van-persie/profil/spieler/4380,29,£40.50m  ,48,30,15,8,-,-,3696,183
Jérôme Boateng,https://www.transfermarkt.co.uk/jerome-boateng/profil/spieler/26485,24,£18.00m  ,40,2,2,7,-,1,3341,192
Christoph Kramer,https://www.transfermarkt.co.uk/christoph-kramer/profil/spieler/82097,22,£1.35m  ,33,3,1,10,1,-,2731,191
Toni Kroos,https://www.transfermarkt.co.uk/toni-kroos/profil/spieler/31909,23,£28.80m  ,37,9,8,4,-,-,2857,183
Sami Khedira,https://www.transfermarkt.co.uk/sami-khedira/profil/spieler/29401,26,£19.80m  ,44,4,6,11,-,-,3249,189
Mario Götze,https://www.transfermarkt.co.uk/mario-gotze/profil/spieler/74842,21,£40.50m  ,44,16,20,5,-,-,3230,176
Lukas Podolski,https://www.transfermarkt.co.uk/lukas-podolski/profil/spieler/15185,28,£20.70m  ,42,16,12,3,-,-,2680,182
Miroslav Klose,https://www.transfermarkt.co.uk/miroslav-klose/profil/spieler/10,35,£1.80m  ,36,16,3,8,-,-,2584,184
Mats Hummels,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,24,£23.40m  ,42,3,4,4,-,-,3485,191
Mats Hummels,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,24,£23.40m  ,42,3,4,4,-,-,3485,191
Benedikt Höwedes,https://www.transfermarkt.co.uk/benedikt-howedes/profil/spieler/39020,25,£16.20m  ,43,2,2,4,-,-,3825,187
Per Mertesacker,https://www.transfermarkt.co.uk/per-mertesacker/profil/spieler/6710,28,£14.40m  ,44,3,-,4,-,1,3958,198
Shkodran Mustafi,https://www.transfermarkt.co.uk/shkodran-mustafi/profil/spieler/88590,21,£900k  ,17,-,1,3,-,1,1097,184
Philipp Lahm,https://www.transfermarkt.co.uk/philipp-lahm/profil/spieler/2219,29,£27.00m  ,47,-,19,2,-,-,4109,170
Bastian Schweinsteiger,https://www.transfermarkt.co.uk/bastian-schweinsteiger/profil/spieler/2514,28,£36.00m  ,45,9,11,10,-,-,3672,183
Mesut Özil,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664,24,£36.00m  ,52,10,24,8,-,-,3548,180
Thomas Müller,https://www.transfermarkt.co.uk/thomas-muller/profil/spieler/58358,23,£40.50m  ,47,23,17,2,-,-,3571,186
Mats Hummels,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,"Dec 16, 1988 (24)",£23.40m  ,42,3,4,4,-,-,3485,191
Mats Hummels,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,"Dec 16, 1988 (24)",£23.40m  ,42,3,4,4,-,-,3485,191
Johan Djourou,https://www.transfermarkt.co.uk/johan-djourou/profil/spieler/34561,26,£4.50m  ,18,-,-,4,-,-,1595,192
Ricardo Rodríguez,https://www.transfermarkt.co.uk/ricardo-rodriguez/profil/spieler/86784,20,£9.00m  ,27,-,6,1,-,-,1902,180
Granit Xhaka,https://www.transfermarkt.co.uk/granit-xhaka/profil/spieler/111455,20,£6.75m  ,33,1,-,4,-,-,2067,185
Gökhan Inler,https://www.transfermarkt.co.uk/gokhan-inler/profil/spieler/19041,29,£12.60m  ,39,6,2,10,-,-,2624,183
Admir Mehmedi,https://www.transfermarkt.co.uk/admir-mehmedi/profil/spieler/66058,22,£3.15m  ,22,-,-,1,-,-,956,183
Fabian Schär,https://www.transfermarkt.co.uk/fabian-schar/profil/spieler/135343,21,£4.50m  ,38,8,1,12,-,-,3342,186
Steve von Bergen,https://www.transfermarkt.co.uk/steve-von-bergen/profil/spieler/4793,30,£900k  ,35,1,-,6,-,1,2971,182
Stephan Lichtsteiner,https://www.transfermarkt.co.uk/stephan-lichtsteiner/profil/spieler/2865,29,£15.30m  ,36,4,3,10,-,-,2747,182
Valon Behrami,https://www.transfermarkt.co.uk/valon-behrami/profil/spieler/21905,28,£12.60m  ,37,-,-,17,-,-,2967,184
Valentin Stocker,https://www.transfermarkt.co.uk/valentin-stocker/profil/spieler/45178,24,£5.40m  ,51,11,26,11,-,-,3924,179
Xherdan Shaqiri,https://www.transfermarkt.co.uk/xherdan-shaqiri/profil/spieler/86792,21,£14.40m  ,39,8,13,2,-,-,1896,169
Josip Drmic,https://www.transfermarkt.co.uk/josip-drmic/profil/spieler/140579,20,£2.70m  ,35,17,8,6,-,-,2731,184
Sergio Ramos,https://www.transfermarkt.co.uk/sergio-ramos/profil/spieler/25557,27,£36.00m  ,40,5,2,14,2,-,3539,184
Raúl Albiol,https://www.transfermarkt.co.uk/raul-albiol/profil/spieler/15452,27,£7.20m  ,26,1,-,8,-,-,1873,190
Jordi Alba,https://www.transfermarkt.co.uk/jordi-alba/profil/spieler/69751,24,£22.50m  ,44,5,5,7,-,-,3759,170
Juanfran,https://www.transfermarkt.co.uk/juanfran/profil/spieler/16635,28,£10.80m  ,45,1,3,6,-,-,3944,180
Sergio Busquets,https://www.transfermarkt.co.uk/sergio-busquets/profil/spieler/65230,24,£40.50m  ,45,1,2,11,-,1,3453,189
Xabi Alonso,https://www.transfermarkt.co.uk/xabi-alonso/profil/spieler/7476,31,£16.20m  ,47,-,8,18,-,-,3792,183
Andrés Iniesta,https://www.transfermarkt.co.uk/andres-iniesta/profil/spieler/7600,29,£58.50m  ,48,6,23,5,-,-,3515,171
Xavi,https://www.transfermarkt.co.uk/xavi/profil/spieler/7607,33,£13.50m  ,48,7,13,-,-,-,3664,170
David Silva,https://www.transfermarkt.co.uk/david-silva/profil/spieler/35518,27,£39.60m  ,41,5,13,2,-,-,3203,170
Fernando Torres,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767,29,£25.20m  ,64,22,11,4,1,-,4650,186
David Villa,https://www.transfermarkt.co.uk/david-villa/profil/spieler/7980,31,£10.80m  ,43,16,9,1,-,-,2261,175
Gerard Piqué,https://www.transfermarkt.co.uk/gerard-pique/profil/spieler/18944,26,£32.40m  ,44,3,-,10,1,-,3627,194
César Azpilicueta,https://www.transfermarkt.co.uk/cesar-azpilicueta/profil/spieler/57500,23,£12.60m  ,51,-,6,8,-,-,4113,178
Javi Martínez,https://www.transfermarkt.co.uk/javi-martinez/profil/spieler/44017,24,£33.30m  ,43,3,4,8,-,-,3071,190
Koke,https://www.transfermarkt.co.uk/koke/profil/spieler/74229,21,£12.60m  ,48,3,13,6,-,-,3390,177
Diego Costa,https://www.transfermarkt.co.uk/diego-costa/profil/spieler/44779,24,£13.50m  ,44,20,13,15,-,1,3054,186
Kolo Touré,https://www.transfermarkt.co.uk/kolo-toure/profil/spieler/3202,32,£5.40m  ,19,-,-,3,-,-,1306,178
Sol Bamba,https://www.transfermarkt.co.uk/sol-bamba/profil/spieler/28984,28,£1.80m  ,20,-,-,8,-,-,1704,190
Arthur Boka,https://www.transfermarkt.co.uk/arthur-boka/profil/spieler/13038,30,£1.80m  ,38,3,3,7,-,-,2939,166
Didier Zokora,https://www.transfermarkt.co.uk/didier-zokora/profil/spieler/13389,32,£3.60m  ,35,-,1,10,1,-,2891,180
Serge Aurier,https://www.transfermarkt.co.uk/serge-aurier/profil/spieler/127032,20,£5.40m  ,32,1,6,4,-,1,2788,176
Yaya Touré,https://www.transfermarkt.co.uk/yaya-toure/profil/spieler/13091,30,£32.40m  ,42,9,7,11,-,-,3729,188
Gervinho,https://www.transfermarkt.co.uk/gervinho/profil/spieler/33481,26,£9.45m  ,26,7,5,3,-,-,1565,179
Wilfried Bony,https://www.transfermarkt.co.uk/wilfried-bony/profil/spieler/81808,24,£10.80m  ,36,37,10,4,-,-,3063,181
Didier Drogba,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924,35,£2.70m  ,17,6,6,4,-,-,1376,189
Maya Yoshida,https://www.transfermarkt.co.uk/maya-yoshida/profil/spieler/81789,24,£4.05m  ,36,-,1,2,-,-,3152,189
Yuya Osako,https://www.transfermarkt.co.uk/yuya-osako/profil/spieler/108650,23,£900k  ,42,24,10,2,1,-,3439,182
Shinji Okazaki,https://www.transfermarkt.co.uk/shinji-okazaki/profil/spieler/79642,27,£1.80m  ,42,4,1,3,-,-,2023,174
Masato Morishige,https://www.transfermarkt.co.uk/masato-morishige/profil/spieler/81786,26,£720k  ,40,1,1,6,-,-,3630,183
Yuto Nagatomo,https://www.transfermarkt.co.uk/yuto-nagatomo/profil/spieler/79522,26,£10.80m  ,35,2,4,1,1,-,2610,169
Atsuto Uchida,https://www.transfermarkt.co.uk/atsuto-uchida/profil/spieler/27800,25,£3.60m  ,30,1,3,1,-,-,2510,176
Makoto Hasebe,https://www.transfermarkt.co.uk/makoto-hasebe/profil/spieler/39259,29,£2.70m  ,27,2,2,2,-,1,2094,180
Yasuyuki Konno,https://www.transfermarkt.co.uk/yasuyuki-konno/profil/spieler/61885,30,£1.35m  ,32,4,2,2,-,-,2880,178
Toshihiro Aoyama,https://www.transfermarkt.co.uk/toshihiro-aoyama/profil/spieler/106035,27,£810k  ,47,4,3,5,-,-,4175,174
Hotaru Yamaguchi,https://www.transfermarkt.co.uk/hotaru-yamaguchi/profil/spieler/118492,22,£540k  ,42,7,4,3,-,-,3613,174
Shinji Kagawa,https://www.transfermarkt.co.uk/shinji-kagawa/profil/spieler/81785,24,£18.90m  ,26,6,6,1,-,-,1701,175
Keisuke Honda,https://www.transfermarkt.co.uk/keisuke-honda/profil/spieler/66521,27,£18.00m  ,28,9,7,-,-,-,2229,182
Yoshito Okubo,https://www.transfermarkt.co.uk/yoshito-okubo/profil/spieler/27439,31,£900k  ,45,33,6,3,-,-,3900,170
Seyed Jalal Hosseini,https://www.transfermarkt.co.uk/seyed-jalal-hosseini/profil/spieler/77550,31,£2.25m  ,31,1,-,1,-,-,2790,182
Javad Nekounam,https://www.transfermarkt.co.uk/javad-nekounam/profil/spieler/24619,32,£1.80m  ,38,8,1,9,-,1,3356,186
Reza Ghoochannejhad,https://www.transfermarkt.co.uk/reza-ghoochannejhad/profil/spieler/39522,25,£1.08m  ,22,12,5,-,-,-,1343,180
Pejman Montazeri,https://www.transfermarkt.co.uk/pejman-montazeri/profil/spieler/90228,29,£900k  ,41,2,2,3,-,-,3690,185
Ehsan Hajsafi,https://www.transfermarkt.co.uk/ehsan-hajsafi/profil/spieler/77547,23,£900k  ,34,6,1,5,-,1,2594,176
Andranik Teymourian,https://www.transfermarkt.co.uk/andranik-teymourian/profil/spieler/39938,30,£1.35m  ,22,1,1,4,-,1,1932,180
Mehrdad Pooladi,https://www.transfermarkt.co.uk/mehrdad-pooladi/profil/spieler/197466,26,£585k  ,22,-,-,3,-,-,1795,181
Ashkan Dejagah,https://www.transfermarkt.co.uk/ashkan-dejagah/profil/spieler/13979,26,£3.15m  ,26,-,4,3,-,-,1500,181
Ryan McGowan,https://www.transfermarkt.co.uk/ryan-mcgowan/profil/spieler/54265,23,£585k  ,55,1,2,12,-,-,4950,191
Alex Wilkinson,https://www.transfermarkt.co.uk/alex-wilkinson/profil/spieler/43128,28,£315k  ,23,2,-,1,-,-,1899,187
Jason Davidson,https://www.transfermarkt.co.uk/jason-davidson/profil/spieler/137669,22,£270k  ,32,2,-,3,-,1,2385,180
Ivan Franjic,https://www.transfermarkt.co.uk/ivan-franjic/profil/spieler/48424,25,£360k  ,24,3,1,4,-,-,2088,180
Mile Jedinak,https://www.transfermarkt.co.uk/mile-jedinak/profil/spieler/28336,28,£1.35m  ,46,3,3,12,-,-,4165,187
Matt McKay,https://www.transfermarkt.co.uk/matt-mckay/profil/spieler/43168,30,£495k  ,17,-,-,2,-,-,1468,171
Oliver Bozanic,https://www.transfermarkt.co.uk/oliver-bozanic/profil/spieler/43117,24,£270k  ,23,-,3,2,-,-,1316,179
Adam Taggart,https://www.transfermarkt.co.uk/adam-taggart/profil/spieler/171721,20,£180k  ,19,2,1,-,-,-,881,177
Matthew Spiranovic,https://www.transfermarkt.co.uk/matthew-spiranovic/profil/spieler/45041,25,£450k  ,12,1,-,3,-,-,990,188
Mark Milligan,https://www.transfermarkt.co.uk/mark-milligan/profil/spieler/37372,27,£360k  ,22,9,1,7,-,-,1980,178
Mark Bresciano,https://www.transfermarkt.co.uk/mark-bresciano/profil/spieler/5867,33,£450k  ,23,2,-,3,-,-,1938,176
Tommy Oar,https://www.transfermarkt.co.uk/tommy-oar/profil/spieler/80708,21,£1.35m  ,36,1,7,2,-,-,2578,169
Jan Vertonghen,https://www.transfermarkt.co.uk/jan-vertonghen/profil/spieler/43250,26,£17.10m  ,49,7,4,9,-,1,4306,189
Toby Alderweireld,https://www.transfermarkt.co.uk/toby-alderweireld/profil/spieler/42710,24,£9.00m  ,45,4,2,4,-,-,3964,186
Axel Witsel,https://www.transfermarkt.co.uk/axel-witsel/profil/spieler/35047,24,£28.80m  ,34,5,1,8,-,-,2845,188
Mousa Dembélé,https://www.transfermarkt.co.uk/mousa-dembele/profil/spieler/19368,25,£18.90m  ,44,2,5,5,-,-,3118,185
Steven Defour,https://www.transfermarkt.co.uk/steven-defour/profil/spieler/33866,25,£9.00m  ,40,4,2,2,1,-,2178,175
Eden Hazard,https://www.transfermarkt.co.uk/eden-hazard/profil/spieler/50202,22,£36.00m  ,62,13,24,3,-,1,4521,173
Kevin Mirallas,https://www.transfermarkt.co.uk/kevin-mirallas/profil/spieler/33639,25,£9.00m  ,33,9,9,3,-,-,2240,182
Romelu Lukaku,https://www.transfermarkt.co.uk/romelu-lukaku/profil/spieler/96341,20,£17.10m  ,38,17,7,3,-,-,2249,191
Divock Origi,https://www.transfermarkt.co.uk/divock-origi/profil/spieler/148368,18, ,10,1,-,-,-,-,151,185
Vincent Kompany,https://www.transfermarkt.co.uk/vincent-kompany/profil/spieler/9594,27,£31.50m  ,37,1,-,7,-,1,3179,193
Thomas Vermaelen,https://www.transfermarkt.co.uk/thomas-vermaelen/profil/spieler/15904,27,£16.20m  ,39,1,-,6,-,-,3164,183
Nicolas Lombaerts,https://www.transfermarkt.co.uk/nicolas-lombaerts/profil/spieler/20587,28,£9.00m  ,35,-,1,3,-,-,2983,188
Anthony Vanden Borre,https://www.transfermarkt.co.uk/anthony-vanden-borre/profil/spieler/15844,25,£900k  ,1,-,-,-,-,-,11,182
Marouane Fellaini,https://www.transfermarkt.co.uk/marouane-fellaini/profil/spieler/39679,25,£25.20m  ,36,12,8,12,-,-,3213,194
Kevin De Bruyne,https://www.transfermarkt.co.uk/kevin-de-bruyne/profil/spieler/88755,22,£9.00m  ,34,10,10,4,-,-,3086,181
Nacer Chadli,https://www.transfermarkt.co.uk/nacer-chadli/profil/spieler/59631,23,£8.10m  ,38,18,11,2,-,-,2927,187
Dries Mertens,https://www.transfermarkt.co.uk/dries-mertens/profil/spieler/56416,26,£11.70m  ,39,18,21,2,-,-,3220,169
Júlio César,https://www.transfermarkt.co.uk/julio-cesar/profil/spieler/22412,33,£3.60m  ,,,,,,,,
Thiago Silva,https://www.transfermarkt.co.uk/thiago-silva/profil/spieler/29241,28,£36.00m  ,34,3,1,5,-,1,3001,183
Dante,https://www.transfermarkt.co.uk/dante/profil/spieler/16136,29,£15.30m  ,45,1,3,8,-,-,3997,188
Marcelo,https://www.transfermarkt.co.uk/marcelo/profil/spieler/44501,25,£22.50m  ,19,1,1,2,-,-,1386,174
Dani Alves,https://www.transfermarkt.co.uk/dani-alves/profil/spieler/15951,30,£18.00m  ,47,1,10,6,-,-,3756,172
Maicon,https://www.transfermarkt.co.uk/maicon/profil/spieler/18301,31,£4.50m  ,16,-,-,2,-,-,1041,184
Luiz Gustavo,https://www.transfermarkt.co.uk/luiz-gustavo/profil/spieler/10471,25,£16.20m  ,36,4,1,9,-,-,2039,187
Paulinho,https://www.transfermarkt.co.uk/paulinho/profil/spieler/57229,24,£10.80m  ,11,3,1,3,-,-,979,181
Hulk,https://www.transfermarkt.co.uk/hulk/profil/spieler/80562,26,£40.50m  ,33,13,7,11,-,-,2751,180
Willian,https://www.transfermarkt.co.uk/willian/profil/spieler/52769,24,£27.00m  ,35,8,15,3,-,-,2659,175
Fred,https://www.transfermarkt.co.uk/fred/profil/spieler/31005,29,£6.75m  ,16,6,1,3,-,1,1366,185
David Luiz,https://www.transfermarkt.co.uk/david-luiz/profil/spieler/46741,26,£22.50m  ,57,7,5,16,-,-,4913,189
Maxwell,https://www.transfermarkt.co.uk/maxwell/profil/spieler/4317,31,£3.60m  ,48,2,5,3,-,-,4266,176
Fernandinho,https://www.transfermarkt.co.uk/fernandinho/profil/spieler/26267,28,£28.80m  ,36,6,10,10,1,-,3027,177
Oscar,https://www.transfermarkt.co.uk/oscar/profil/spieler/85314,21,£28.80m  ,64,12,12,6,-,-,4172,179
Neymar,https://www.transfermarkt.co.uk/neymar/profil/spieler/68290,21,£45.00m  ,1,-,-,-,-,-,90,175
Jô,https://www.transfermarkt.co.uk/jotm/profil/spieler/34156,26,£2.25m  ,35,13,6,3,-,-,2987,192
